SRX1023795	SPI1	Blood	Macrophages	source_name=primary human macrophages	cell type=peripheral blood derived macrophage	treatment=GM-CSF for 72h and additional 72h with GM-CSF + IFN-y											
SRX1023796	SPI1	Blood	Macrophages	source_name=primary human macrophages	cell type=peripheral blood derived macrophage	treatment=GM-CSF for 72h and additional 72h with GM-CSF + IL4											
SRX1023797	SPI1	Blood	Macrophages	source_name=primary human macrophages	cell type=peripheral blood derived macrophage	treatment=GM-CSF for 72h and additional 72h with GM-CSF + TNF-a + PGE2 + Pam3CSK4											
SRX1027443	CEBPB	Others	Mesenchymal stem cells	source_name=hMSC	cell type=Human Mesenchymal Stem Cells												
SRX1027447	ATF4	Others	Mesenchymal stem cells	source_name=hMSC	cell type=Human Mesenchymal Stem Cells												
SRX1027448	CEBPB	Others	Mesenchymal stem cells	source_name=hMSC	cell type=Human Mesenchymal Stem Cells												
SRX103445	BRD4	Blood	CD4+ T cells	source_name=CD4+ T cells	cell type=CD4+ T cells	treatment=JQ1 treated											
SRX10399318	RBM39	Breast	Breast epithelium	source_name=PME CAPER	cell line=PME	tissue source=Breast	tissue type=Adherent Epithelial from Breast	cell type=Epithelial	passages=4th passage								
SRX10399319	RBM39	Breast	Breast epithelium	source_name=PME CAPER	cell line=PME	tissue source=Breast	tissue type=Adherent Epithelial from Breast	cell type=Epithelial	passages=4th passage								
SRX10399320	KMT2A	Breast	Breast epithelium	source_name=PME MLL1	cell line=PME	tissue source=Breast	tissue type=Adherent Epithelial from Breast	cell type=Epithelial	passages=4th passage								
SRX10399321	KMT2A	Breast	Breast epithelium	source_name=PME MLL1	cell line=PME	tissue source=Breast	tissue type=Adherent Epithelial from Breast	cell type=Epithelial	passages=4th passage								
SRX1046555	RAG1	Blood	Thymus	source_name=thymocytes	cell type=thymocytes	genotype=n/a	strain=n/a	age=Mixture: 4 months or 1.5 years									
SRX1046556	RAG1	Blood	Thymus	source_name=thymocytes	cell type=thymocytes	genotype=n/a	strain=n/a	age=Mixture: 4 months or 1.5 years									
SRX1046557	RAG1	Blood	Thymus	source_name=thymocytes	cell type=thymocytes	genotype=n/a	strain=n/a	age=Mixture: 4 months or 1.5 years									
SRX10475435	CTCF	Cardiovascular	Left ventricle	sample type=tissue	tissue=heart left ventricle	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10475436	CTCF	Cardiovascular	Left ventricle	sample type=tissue	tissue=heart left ventricle	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10476797	CTCF	Cardiovascular	Left ventricle	sample type=tissue	tissue=heart left ventricle	health state=DM: no; HTN: yes; CAD: no	dev_stage=adult	age=40 year	donor ID=ENCDO392CRK								
SRX10476798	CTCF	Cardiovascular	Left ventricle	sample type=tissue	tissue=heart left ventricle	health state=DM: no; HTN: yes; CAD: no	dev_stage=adult	age=40 year	donor ID=ENCDO392CRK								
SRX10634383	YAP1	Epidermis	Keratinocytes	source_name=N/TERT2G keratinocytes	tissue=Skin	cell type=N/TERT2G keratinocytes											
SRX10634384	TEAD1	Epidermis	Keratinocytes	source_name=N/TERT2G keratinocytes	tissue=Skin	cell type=N/TERT2G keratinocytes											
SRX107284	DUX4	Muscle	Myoblasts	source_name=lenti-DUX4-fl	treatment=myoblasts transduced with lentivirus carrying DUX4	cell type=human myoblasts											
SRX107285	DUX4	Muscle	Myoblasts	source_name=untransduced	cell type=human myoblasts												
SRX10852981	MED1	Blood	T cells	source_name=primary T cells	treatment=unstimulated	genotype=AAVS1-null											
SRX10852982	MED1	Blood	T cells	source_name=primary T cells	treatment=unstimulated	genotype=MED12-null											
SRX10852983	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX10852984	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=MED12-null											
SRX10852985	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX10852986	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=MED12-null											
SRX10852987	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX10852988	MED1	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=MED12-null											
SRX10852992	MED12	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX10852993	MED12	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX10852994	MED12	Blood	T cells	source_name=primary T cells	treatment=stimulated	genotype=AAVS1-null											
SRX1089823	GATA1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs)	tissue=Fetal HSPCs (F0)	developmental stage/tissue=fetal liver	cell type=primary fetal liver CD34+ HSPCs (F0)										
SRX1089825	TAL1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs)	tissue=Fetal HSPCs (F0)	developmental stage/tissue=fetal liver	cell type=primary fetal liver CD34+ HSPCs (F0)										
SRX1089826	TAL1	Blood	Erythroblasts	source_name=Fetal erythroid progenitor cells (ProEs)	tissue=Fetal ProEs (F5)	developmental stage/tissue=fetal liver	cell type=primary fetal liver ProEs (F5)										
SRX1089828	NFE2	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs)	tissue=Fetal HSPCs (F0)	developmental stage/tissue=fetal liver	cell type=primary fetal liver CD34+ HSPCs (F0)										
SRX1089829	NFE2	Blood	Erythroblasts	source_name=Fetal erythroid progenitor cells (ProEs)	tissue=Fetal ProEs (F5)	developmental stage/tissue=fetal liver	cell type=primary fetal liver ProEs (F5)										
SRX1089832	SPI1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs)	tissue=Fetal HSPCs (F0)	developmental stage/tissue=fetal liver	cell type=primary fetal liver CD34+ HSPCs (F0)										
SRX1089834	RUNX1	Blood	Hematopoietic Stem Cells	source_name=Fetal hematopoietic stem/progenitor cells (HSPCs)	tissue=Fetal HSPCs (F0)	developmental stage/tissue=fetal liver	cell type=primary fetal liver CD34+ HSPCs (F0)										
SRX10913934	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=unchanged										
SRX10913935	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10913936	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=unchanged										
SRX10913937	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10913940	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=unchanged										
SRX10913941	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10913943	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10913947	EN1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10913949	SP1	Epidermis	Dermal fibroblast	source_name=Dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=TGFbeta	phenotype=knockdown of EN1										
SRX10949099	CTCF	Muscle	Muscles	source_name=muscle cells	disease=FSHD2												
SRX10949100	CTCF	Muscle	Muscles	source_name=muscle cells	disease=FSHD2												
SRX10949235	CTCF	Muscle	Muscles	source_name=muscle cells	disease=BAMS (bosma arhinia microphthalmia syndrome)												
SRX10949236	CTCF	Muscle	Muscles	source_name=muscle cells	disease=BAMS (bosma arhinia microphthalmia syndrome)												
SRX10954233	BATF	Blood	CD4+ T cells	source_name=BATF ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 1										
SRX10954235	BATF	Blood	CD4+ T cells	source_name=BATF ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 2										
SRX10954237	FOSL1	Blood	CD4+ T cells	source_name=FOSL1 ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 1										
SRX10954239	FOSL1	Blood	CD4+ T cells	source_name=FOSL1 ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 2										
SRX10954241	FOSL2	Blood	CD4+ T cells	source_name=FOSL2 ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 1										
SRX10954243	FOSL2	Blood	CD4+ T cells	source_name=FOSL2 ChIP-seq	cell source=Human umbilical cord blood	cell type=Human naive CD4+ T cells polarized to Th17-fate for 72h	biological replicate=Biological Replicate : 2										
SRX10976184	CTCF	Cardiovascular	Endothelial Cells	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=endothelial cell									
SRX10976185	CTCF	Cardiovascular	Endothelial Cells	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=endothelial cell									
SRX10976458	CTCF	Pancreas	Pancreas	sample type=tissue	tissue=pancreas	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10976459	CTCF	Pancreas	Pancreas	sample type=tissue	tissue=pancreas	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10976477	EZH2	Epidermis	Dermal fibroblast	age=53 year	donor ID=ENCDO336AAA	dev stage=adult	sample type=primary cell	cell type=fibroblast of arm									
SRX10976484	CTCF	Lung	Lung	sample type=tissue	tissue=lower lobe of left lung	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10976485	CTCF	Lung	Lung	sample type=tissue	tissue=lower lobe of left lung	health state=DM: yes; HTN: yes; CAD: no	dev_stage=adult	age=59 year	donor ID=ENCDO856ZOJ								
SRX10976536	CTCF	Others	Mesothelial cells	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=mesothelial cell of epicardium								
SRX10976537	CTCF	Others	Mesothelial cells	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=mesothelial cell of epicardium								
SRX10976683	CTCF	Bone	Chondrocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=chondrocyte								
SRX10976684	CTCF	Bone	Chondrocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=chondrocyte								
SRX10976685	CTCF	Bone	Chondrocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=chondrocyte								
SRX10976686	CTCF	Bone	Chondrocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=chondrocyte								
SRX10976697	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976698	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976701	CTCF	Lung	Lung	sample type=tissue	tissue=lower lobe of left lung	health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema	dev_stage=adult	age=60 year	donor ID=ENCDO520EJG								
SRX10976702	CTCF	Lung	Lung	sample type=tissue	tissue=lower lobe of left lung	health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema	dev_stage=adult	age=60 year	donor ID=ENCDO520EJG								
SRX10976792	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976793	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976859	CTCF	Pancreas	Pancreas	sample type=tissue	tissue=pancreas	health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema	dev_stage=adult	age=61 year	donor ID=ENCDO186XRB								
SRX10976860	CTCF	Pancreas	Pancreas	sample type=tissue	tissue=pancreas	health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema	dev_stage=adult	age=61 year	donor ID=ENCDO186XRB								
SRX10976864	CTCF	Lung	Lung	sample type=tissue	tissue=left lung	health state=DM: no; HTN: yes; CAD: no	dev_stage=adult	age=40 year	donor ID=ENCDO392CRK								
SRX10976875	CTCF	Muscle	Muscle, Smooth	age=5 day	donor ID=ENCDO222AAA	dev stage=embryonic	sample type=in vitro differentiated cells	cell type=smooth muscle cell	health state=healthy								
SRX10976876	CTCF	Muscle	Muscle, Smooth	age=5 day	donor ID=ENCDO222AAA	dev stage=embryonic	sample type=in vitro differentiated cells	cell type=smooth muscle cell	health state=healthy								
SRX10976878	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976879	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976935	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976936	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976937	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976938	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976991	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10976992	CTCF	Kidney	Nephrons	sample type=organoid	tissue=nephron	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10977140	CTCF	Pancreas	Pancreatic progenitors	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=progenitor cell of endocrine pancreas								
SRX10977141	CTCF	Pancreas	Pancreatic progenitors	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=progenitor cell of endocrine pancreas								
SRX10977145	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=osteocyte								
SRX10977146	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=osteocyte								
SRX10977147	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=osteocyte								
SRX10977148	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=osteocyte								
SRX10977149	CTCF	Bone	Osteocytes	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=osteocyte								
SRX10977196	EZH2	Liver	Hepatocytes	age=5 day	donor ID=ENCDO222AAA	dev stage=embryonic	sample type=in vitro differentiated cells	cell type=hepatocyte	health state=healthy								
SRX10977203	CTCF	Kidney	Nephrons	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=nephron progenitor cell								
SRX10977204	CTCF	Kidney	Nephrons	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=nephron progenitor cell								
SRX10977205	CTCF	Kidney	Nephrons	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=nephron progenitor cell								
SRX10977206	CTCF	Kidney	Nephrons	sample type=in vitro differentiated cells	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA	cell type=nephron progenitor cell								
SRX10977237	CTCF	Epidermis	Foreskin	sample_type=primary cell	cell type=foreskin keratinocyte	dev_stage=newborn	age=2-4 day	donor ID=ENCDO005EGE	treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day;	health state=Healthy	passage number=2						
SRX10977238	CTCF	Epidermis	Foreskin	sample_type=primary cell	cell type=foreskin keratinocyte	dev_stage=newborn	age=2-4 day	donor ID=ENCDO615NVN	treatments=treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day;	health state=Healthy	passage number=2						
SRX10977246	CTCF	Digestive tract	Stomach	sample_type=tissue	tissue=stomach	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX10977292	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX10977293	CTCF	Others	Adrenal Glands	sample_type=tissue	tissue=adrenal gland	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX10977361	CTCF	Neural	Astrocytes	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=astrocyte									
SRX10977362	CTCF	Neural	Astrocytes	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=astrocyte									
SRX10977366	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10977367	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10977368	CTCF	Neural	Brain	sample type=organoid	tissue=brain	health state=healthy	dev stage=embryonic	age=5 day	donor ID=ENCDO222AAA								
SRX10977387	CTCF	Cardiovascular	Right ventricle	sample type=tissue	tissue=heart right ventricle	health state=DM: no; HTN: yes; CAD: no	dev_stage=adult	age=40 year	donor ID=ENCDO392CRK								
SRX10977388	CTCF	Cardiovascular	Right ventricle	sample type=tissue	tissue=heart right ventricle	health state=DM: no; HTN: yes; CAD: no	dev_stage=adult	age=40 year	donor ID=ENCDO392CRK								
SRX10977522	CTCF	Neural	Excitatory neuron	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=excitatory neuron									
SRX10977523	CTCF	Neural	Excitatory neuron	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=excitatory neuron									
SRX10977524	CTCF	Neural	Excitatory neuron	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=excitatory neuron									
SRX10977525	CTCF	Neural	Excitatory neuron	sample type=in vitro differentiated cells	dev stage=adult	age=53 year	donor ID=ENCDO336AAA	cell type=excitatory neuron									
SRX11120932	AFF4	Others	Fibroblasts	source_name=CdLS Fibroblast	cell type=CdLS Fibroblast	treatment=Non-treatment											
SRX11120933	AFF4	Others	Fibroblasts	source_name=CHOPS Fibroblast	cell type=CHOPS Fibroblast	treatment=Non-treatment											
SRX11120938	NIPBL	Others	Fibroblasts	source_name=CdLS Fibroblast	cell type=CdLS Fibroblast	treatment=Non-treatment											
SRX11120939	NIPBL	Others	Fibroblasts	source_name=CHOPS Fibroblast	cell type=CHOPS Fibroblast	treatment=Non-treatment											
SRX11120957	RAD21	Others	Fibroblasts	source_name=CdLS Fibroblast	cell type=CdLS Fibroblast	treatment=Non-treatment											
SRX11120958	RAD21	Others	Fibroblasts	source_name=CHOPS Fibroblast	cell type=CHOPS Fibroblast	treatment=Non-treatment											
SRX11179929	BRD4	Neural	Microglia cell line	source_name=Microglia cell line	cell line=Microglia cell line C13NJ	treatment=DMSO-treated											
SRX11179930	BRD4	Neural	Microglia cell line	source_name=Microglia cell line	cell line=Microglia cell line C13NJ	treatment=DMSO-treated											
SRX11179931	BRD4	Neural	Microglia cell line	source_name=Microglia cell line	cell line=Microglia cell line C13NJ	treatment=JQ1-treated for 24h											
SRX11179932	BRD4	Neural	Microglia cell line	source_name=Microglia cell line	cell line=Microglia cell line C13NJ	treatment=JQ1-treated for 24h											
SRX11470442	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with empty pLIV vector	cell line=MSC										
SRX11470446	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with C-term V5-tagged EWSR1-ATF1	cell line=MSC										
SRX11470450	ATF1	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with N-term V5-tagged EWSR1-ATF1	cell line=MSC										
SRX11470502	EP300	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with C-term V5-tagged EWSR1-ATF1	cell line=MSC										
SRX11470503	EP300	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with N-term V5-tagged EWSR1-ATF1	cell line=MSC										
SRX11470504	EP300	Others	Mesenchymal stem cells	source_name=Primary cell culture	cell type=Bone marrow derived pediatric MSCs	treatment=Infected with empty pLIV vector	cell line=MSC										
SRX11478228	RAD21	Blood	Lymphoblastoid cell line	source_name=EBNA3A 4HT ChIP-seq RAD21	cell type=Lymphoblastoid Cell Line	genotype/variation=EBNA3A on											
SRX11478229	RAD21	Blood	Lymphoblastoid cell line	source_name=EBNA3A 4HT ChIP-seq RAD21	cell type=Lymphoblastoid Cell Line	genotype/variation=EBNA3A on											
SRX11478230	RAD21	Blood	Lymphoblastoid cell line	source_name=EBNA3A OFFChIP-seq RAD21	cell type=Lymphoblastoid Cell Line	genotype/variation=EBNA3A off											
SRX11478231	RAD21	Blood	Lymphoblastoid cell line	source_name=EBNA3A OFFChIP-seq RAD21	cell type=Lymphoblastoid Cell Line	genotype/variation=EBNA3A off											
SRX11513458	NR3C1	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 4 hours (replicate A)	cell type=DC	individual=donor A	time=4 hours differentiation										
SRX11513459	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate A)	cell type=tolDC	individual=donor A	time=4 hours differentiation										
SRX11513461	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate B)	cell type=tolDC	individual=donor B	time=4 hours differentiation										
SRX11513463	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate A)	cell type=tolDC	individual=donor A	time=24 hours differentiation										
SRX11513464	NR3C1	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 24 hours (replicate B)	cell type=DC	individual=donor B	time=24 hours differentiation										
SRX11513465	NR3C1	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate B)	cell type=tolDC	individual=donor B	time=24 hours differentiation										
SRX11513466	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 4 hours (replicate A)	cell type=DC	individual=donor A	time=4 hours differentiation										
SRX11513467	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate A)	cell type=tolDC	individual=donor A	time=4 hours differentiation										
SRX11513468	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 4 hours (replicate B)	cell type=DC	individual=donor B	time=4 hours differentiation										
SRX11513469	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 4 hours (replicate B)	cell type=tolDC	individual=donor B	time=4 hours differentiation										
SRX11513470	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 24 hours (replicate A)	cell type=DC	individual=donor A	time=24 hours differentiation										
SRX11513471	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate A)	cell type=tolDC	individual=donor A	time=24 hours differentiation										
SRX11513472	MAFB	Blood	Dendritic Cells	source_name=Dendritic cells differentiated from monocytes 24 hours (replicate B)	cell type=DC	individual=donor B	time=24 hours differentiation										
SRX11513473	MAFB	Blood	Dendritic Cells	source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate B)	cell type=tolDC	individual=donor B	time=24 hours differentiation										
SRX11515992	SMARCA4	Cardiovascular	Aortic smooth muscle cells	source_name=Human aortic smooth muscle cells	cell type=Primary vascular smooth muscle cells	passages=5	treatment=transfected with BAF60c siRNA	genotype=BAF60c knockdown									
SRX11969040	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20831	treatment=Untreated										
SRX11969041	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20831	treatment=Untreated										
SRX11969042	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20861	treatment=Untreated										
SRX11969043	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20861	treatment=Untreated										
SRX11969044	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20862	treatment=Untreated										
SRX11969045	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Integrated HPV16 positive cervical keratinocytes	cell line=W12-20862	treatment=Untreated										
SRX11969046	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Extrachromosomal HPV16 positive cervical keratinocytes	cell line=W12-20863	treatment=Untreated										
SRX11969047	BRD4	Epidermis	Keratinocytes	source_name=Cervical keratinocytes	cell type=Extrachromosomal HPV16 positive cervical keratinocytes	cell line=W12-20863	treatment=Untreated										
SRX12118507	POU2F2	Blood	B cells	source_name=germinal center B-cells	treatment=NA	tissue=tonsil	cell type=germinal center B-cells	knock down=NA									
SRX12118508	POU2AF1	Blood	B cells	source_name=germinal center B-cells	treatment=NA	tissue=tonsil	cell type=germinal center B-cells	knock down=NA									
SRX12118509	POU2F2	Blood	Naive B cells	source_name=naïve B-cells	treatment=NA	tissue=tonsil	cell type=naive B-cells	knock down=NA									
SRX12129503	BRD4	Blood	T cells	source_name=Blood	cell type=T cells	treatment=DMSO											
SRX12129506	BRD4	Blood	T cells	source_name=Blood	cell type=T cells	treatment=PLX											
